goTerm,Biological.function,Cluster.number,pvalue,size,Genes
GO:0042981,regulation of apoptotic process ,Cluster_1,0.003497849,100,ANKLE2;ITSN1;KIAA0141;PHB2;MYC;AKT1;DIP2A;NME2P1;UNC13B;PRKCI;DAPK1;DAPK2;DAPK3;SCRIB;WDR73;DKK1;ZNF16;BIN1;YME1L1;ATF6;UBA52;GPLD1;ATF4;PRKDC;GATA6;BCL10;MTDH;PRDX3;PRDX2;PRDX5;ZNF268;ATG7;BARD1;NGFR;CREBBP;PRELID1;PLK2;PLK1;IL31RA;BRAF;PA2G4;MLLT11;SETX;HNRNPK;PPT1;HRG;FANK1;RET;ARF4;CHM;FMN2;IKBKB;ING4;ING5;DSTYK;AIFM1;AIFM2;TCTN3;JAK2;DFFA;SPHK2;RIPK2;ANXA5;PAWR;DUSP6;PAX8;GAS1;ANGPTL4;PHLPP1;GSTP1;HTT;TANK;EGFR;FAM129B;FGD4;WRN;BCLAF1;FRZB;NTF3;RPS3;FLNA;PRAME;HS1BP3;RPS27A;BID;MBD4;EGLN3;EGLN2;MGMT;MCF2;STAT3;BMP8A;DAB2IP;DHRS2;HIPK3;TAOK3;APEX1;TAOK2;CIAPIN1;MTCH1;MTCH2;PDCD5;PARK7;CLU;STK10;SLK;HMGN5;MAEA;CFL1;NEK1;PIM3;PIM2;MAP3K4;MAP3K5;MAP2K3;BNIP3L;MAP2K4;AREL1;MAP2K2;IGFBP3;RPS6;FBXO10;THOC6;CLIP3;ROR1;PHIP;ROR2;TNIK;IL6ST;SQSTM1;NOTCH2;CSF1R;GLO1;STK39;TNFRSF11B;PHB;FOXO1;HSP90B1;SOCS2;BAG4;BCL2L11;DDRGK1;BAG1;ABL1;ABL2;NAE1;MAP2K7;BCL2L14;MAP2K5;ZNF420;MCL1;MOAP1;API5;TNFRSF10B;ASNS;TNFRSF10A;NFKB1;TNFRSF10D;SON;COPS5;STK24;CDK5;BCL6;STK25;CDK1;NF1;MAP3K10;NF2;MAP3K14;MYD88;MAP3K11;ITGB1;ALK;FLT1;PPP1R13B;RASGRF2;FLT4;HTR2B;APIP;FHL2;OPA1;ERC1;DNM1L;CTNNBL1;BOK;PLEKHG2;PLEKHG5;SIGMAR1;FOXL2;RABGGTB;TNFRSF1B;RABGGTA;DNAJC3;HAX1;TMBIM4;TRAF6;NOS1AP;BIRC5;BIRC6;ITGA6;TMBIM6;BIRC7;SOS1;MET;FXN;SOS2;BIRC2;TNFRSF21;BIRC3;PRKAA1;HDAC2;PRKAA2;HDAC3;GLS2;NLRC4;C3ORF38;MIEN1;TP53INP1;SAP18;FYN;NTRK2;HIP1R;MERTK;TBX3;PINK1;DNAJA3;IL2RB;TRIM35;PDCD2;EVI2B;BCAR1;TPT1;TNFRSF6B;ARL6IP1;CCAR2;IFIT3;AQP1;LGALS1;RPS6KA2;RPS6KA1;TRIM24;KDR;ARL6IP5;SKP2;EPHB1;EPHB4;TP63;SOX4;EPHA5;EPHA4;MUSK;ACTN2;ACTN1;ACTN4;MIF;TIAM2;SFRP4;TP53;NAIP;EPHA2;EPHA10;DCUN1D3;MST1R;PIK3R1;OMA1;KALRN;APH1A;PKHD1;NUAK2;TP53BP2;FADD;NTSR1;GADD45A;INSR;CIDEB;GDF1;PTK2;NET1;GDF9;ANP32E;ANP32C;RNPS1;ATM;CALR;TP73;DDR1;TOP2A;CSRNP3;FAF1;PCSK9;BRCA1;IER3IP1;AKAP13;C1QBP;FFAR4;ANKRD1;CD38;CTSB;HTATIP2;PSENEN;TNFRSF12A;MINK1;INSRR;NME2;ANO6;NME4;TOPORS;VAV1;VAV2;NME1;RHOB;RNF144B;ARHGEF9;ARHGEF3;ARHGEF4;ARHGEF1;SGK3;EEF1E1;SGK1;CD44;ARHGEF6;DDR2;NOL3;PNMA1;PERP;PAK6;APBB1;PAK3;MAP4K5;RELT;AAMDC;MAP4K3;PAK4;MAP4K4;NPM1;RYK;GDF15;DKKL1;HYPK;VEGFA;RSL1D1;TFAP4;KRT18;STK17A;AXL;CTNNB1;TARDBP;MAD2L1;FOXA1;SPANXA2-OT1;ZFAND6;CIB1;UBE2Z;IGF1R;CCND2;FAM162A;CAPN3;TMEM14A;PDGFRB;PDGFRA;HGF;WNT5A;LMTK2;ATAD3A;BRMS1;SHQ1;PPIF;DPEP1;PPID;PSMD10;VCP;DIABLO;PSEN2;HTRA2;PSEN1;HIGD1A;STK4;NDRG1;RTN4;STK3;SCIN;IRAK1;UBB;UBC;PMAIP1;RIPK1;SUDS3;ECT2;TFAP2A;HSPA9;TGFB2;TGFB1;CBX4;TGFB3;BFAR;INHBA;SMAD6;BMP7;BMP6;HIGD2A;BMP5;AHI1;BMP2;TP53I3;GDNF;IL7;FGFR4;FGFR3;FGFR1;AVEN;GSK3B;RBM25;TNFAIP8;DDX3X;HSPB1;TRIAP1;HMGB1;CASP9;GRM4;CASP6;NUP62;MYO18A;IFT57;RBM5;STPG1;USP47;PTGIS;ARHGEF17;ARHGEF16;ARHGEF19;PLAUR;ARHGEF18;RPS3A;OXSR1;SUPV3L1;LATS1;ARHGAP10;LATS2;RASA1;CAT;AKT1S1;NAA35;TMEM219;NAA38;ITGB3BP;LTF;TAF9;DDX20;CBL;THBS1;HSPD1;GNA13;CLN3;BNIP1;PTK2B;VHL;SNCA;BNIP3;SOD1;UFM1;REST;BAX;ERCC5;NAA16;NAA15;AIFM1;AKT1;AKT1S1;ANP32E;ANXA5;API5;ARF4;ARHGEF1;ARHGEF19;ARL6IP1;ARL6IP5;BAG1;BAG4;BCL10;BID;BIN1;BNIP1;BOK;BRCA1;CALR;CASP9;CAT;CBX4;CCAR2;CDK1;CDK5;CIAPIN1;CIDEB;CLN3;COPS5;CTNNB1;DDRGK1;DFFA;DHRS2;DIABLO;DNAJA3;DNM1L;EGLN2;FADD;FBXO10;FMN2;FOXL2;HDAC2;HIGD1A;HMGB1;HMGN5;HNRNPK;HS1BP3;HSPD1;HTATIP2;HTRA2;HYPK;IER3IP1;ING5;IRAK1;MAD2L1;MAEA;MAP2K2;MAP2K7;MOAP1;MTCH1;NAA38;NAE1;NGFR;NPM1;NUP62;OMA1;PAK6;PDCD2;PDCD5;PERP;PINK1;PLK1;PNMA1;PPT1;RABGGTA;RNPS1;RPS6KA1;RSL1D1;SGK3;SIGMAR1;SKP2;SOX4;SPHK2;SQSTM1;STK25;SUPV3L1;TAF9;TBX3;TFAP4;THOC6;TMBIM4;TMBIM6;TOP2A;TOPORS;TP53;TRIAP1;UNC13B;VCP;YME1L1
GO:0042989,sequestering of actin monomers ,Cluster_4,0.005116229,4,SCIN;TMSB4X;TWF2;TWF1;TMSB10;SCIN;TMSB10;TMSB4X;TWF2
GO:0043039,tRNA aminoacylation ,Cluster_1,8.09E-06,16,CARS;VARS;TARS;EPRS;YARS2;NARS;LARS;RARS;HARS;YARS;RARS2;DARS;MARS2;GATC;SARS;DARS2;QRSL1;HARS2;WARS2;AIMP1;AIMP2;LARS2;SARS2;KARS;QARS;PPA1;TARS2;IARS;FARSA;EEF1E1;FARSB;AIMP1;AIMP2;DARS;DARS2;FARSA;GATC;HARS;HARS2;IARS;LARS;NARS;PPA1;SARS2;TARS;TARS2;YARS2
GO:0043043,peptide biosynthetic process ,Cluster_4,1.17E-16,68,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPL8;RPL10A;YARS2;RPL9;RPL6;RPL7;RPL39P5;RPS15;RPS14;RPS17;RPS16;RPS19;RPS18;RPL36;RPL35;RPL38;RPS11;GGT1;PELO;RPS10;RPS13;GGT2;RPS9;RPL21;RPS7;RPS8;RPS5;RPL22;RPS6;MRPS18B;SARS;MRPS18A;EEF1A1;EEF1A2;NHP2;RPL24;RPL27;RPL26;RPL29;RPL28;RPS4Y2;MRPL18;TARS;MRPL13;GSPT2;MRPL10;GSPT1;MRPL11;EIF4EBP2;GGT5;RPL39L;DARS;GGT7;RPL41;COA1;MRPL27;MRPL28;HARS2;MRPL24;RPS25;COPS5;RPS29;AGO2;GGTA1P;RPS21;RSL24D1;RPS24;FARSB;RPS23;MRPS17;MRPS15;MRPS16;MRPS14;MRPS11;RPLP1;MRPS12;RPLP0;MRPL36;MRPL37;MRPL34;MRPL35;PCSK5;MRPL32;MRPL4;MRPL41;RPS4X;MRPL42;MRPL9;MRPS24;PABPC4;DHPS;RPL13A;MRPS2;MRPS21;RPS3A;MRPS7;MRPS6;MRPS5;MRPL43;MRPL52;MRPS9;MRPL51;RPL37A;EEF1A1P5;RPL12;MRPS33;RPL11;IGHMBP2;RPL36A;RRBP1;MRPL55;RPS15A;CARNS1;RPL14;RPS3;RPL13;IGF2BP3;RPL15;HARS;RPL18;RPS27A;RPL17;RPL19;ABCF1;RPL35A;RPL23A;RSL1D1;TNIP1;RPS6KB2;RPL13AP3;DHPS;EEF1A1P5;EEF1A2;MRPL10;MRPL11;MRPL18;MRPL24;MRPL27;MRPL28;MRPL34;MRPL35;MRPL36;MRPL37;MRPL4;MRPL41;MRPL51;MRPL52;MRPL55;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS17;MRPS2;MRPS24;MRPS7;NHP2;RPL10A;RPL11;RPL13AP3;RPL14;RPL15;RPL18;RPL19;RPL24;RPL26;RPL27;RPL28;RPL29;RPL30;RPL31;RPL35;RPL35A;RPL36;RPL37A;RPL38;RPL8;RPLP0;RPLP1;RPS11;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS21;RPS23;RPS24;RPS25;RPS27A;RPS29;RPS4X;RPS5;RPS6;SARS
GO:0043044,ATP-dependent chromatin remodeling ,Cluster_1,0.000957077,10,SMARCE1;SMARCD2;HDAC2;PBRM1;CHD8;ACTL6A;MBD2;RNF8;SMARCA5;CHD4;SPTY2D1;SMARCA1;ACTB;SMARCA4;ZNHIT1;RBBP4;NASP;ANP32E;SMARCAD1;HNRNPC;MTA2;ACTB;ACTL6A;ANP32E;HDAC2;MTA2;NASP;RBBP4;RNF8;SMARCA5;SMARCD2
GO:0043116,negative regulation of vascular permeability ,Cluster_5,0.009280052,3,CEACAM1;RAMP2;DDAH1;PDE2A;PDE3A;CEACAM1;PDE3A;RAMP2
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process ,Cluster_1,1.87E-06,60,CDC20;PSMD8;PSMD9;PSMD7;CDC23;HERC2;PSMD4;KAT5;PSMD5;CDC26;PSMD2;PSMD3;CDC27;FBXO4;PSMD1;FBXO6;BTRC;SKP2;GTSE1;SKP1;NHLRC3;FBXO2;YOD1;ARMC8;CDC34;KCTD10;HECW2;PSME3;PSME4;TRIM13;PSME1;KCTD13;PSME2;RBCK1;TP53;UBA52;CLOCK;RNF122;RNF121;ANAPC16;NEDD4L;AGAP3;ANAPC10;UBE2J1;RNF216;PCBP2;EDEM1;PLK1;BTBD11;ERLIN2;RNF103;CDC16;FBXL3;FBXL2;FBXL5;DZIP3;UBXN1;FAF1;FAF2;UBXN8;TOPORS;SIRT2;DDB1;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;DERL2;PSMA7;PSMA8;PSMB6;PCNP;PSMB4;PSMB5;OS9;RNF139;PSMB3;PSMB1;TBL1X;RPS27A;CRBN;CSNK1A1;SYVN1;WWP1;UBE2G2;PSMB8;SPSB3;KBTBD4;RNF145;SPSB2;PSMC5;SPSB1;GID4;PSMC3;PSMC4;PSMC1;NEDD4;JKAMP;PSMC2;CTNNB1;MAD2L1;UBXN2B;UBE2D3;LTN1;BUB1B;UBE2D1;UBE3A;AUP1;MAEA;PTTG1;FBXW5;ANAPC7;FBXW7;UBE2E1;UBE4A;FBXO15;KCTD2;RBX1;KLHL42;TBL1XR1;ANAPC4;ANAPC5;ANAPC1;PSMD10;VCP;PSMD12;KLHL15;PSMD13;CUL3;SEL1L;CUL1;KLHL11;UBR3;UBR2;FBXO45;UBR1;HSP90B1;CCNB1;SHARPIN;BTBD1;UBB;BTBD2;UBC;SMURF2;UBE2C;WFS1;SMURF1;BFAR;BTBD6;UBE2A;BTBD9;FBXO31;NSFL1C;UBXN11;DNAJC10;MDM2;CDK1;RNF181;STT3B;UBE2K;RNF187;NFE2L2;GSK3B;GSK3A;ARRB2;USP44;NEMF;SPOPL;BIRC2;RNF34;RNF38;RNF6;RNF7;RNF4;PSMB10;FBXL22;AURKB;AURKA;FBXL20;RMND5B;ERLEC1;FZR1;ZNRF2;MTA1;RMND5A;HECTD3;UBQLN1;DNAJB9;BUB3;DCAF11;RNF24;AMFR;FBXL19;SGTA;FBXL15;CUL4A;ERCC8;STUB1;ANAPC5;ANAPC7;AUP1;AURKA;AURKB;BTBD1;BTBD6;BUB1B;BUB3;CCNB1;CDC20;CDC23;CDK1;CTNNB1;CUL4A;DDB1;DERL2;ERLEC1;ERLIN2;FBXL19;FBXO2;FBXO45;FBXW5;GID4;GSK3A;GTSE1;HECTD3;KAT5;KBTBD4;KLHL11;MAD2L1;MAEA;MDM2;PLK1;PSMA1;PSMA3;PSMC5;PSMD2;PSMD5;PSMD7;PSMD9;PSME2;PSME3;PTTG1;RBCK1;RMND5A;RMND5B;RNF34;RNF6;RNF7;SGTA;SKP1;SKP2;SPSB3;TOPORS;TP53;UBE2A;UBE2J1;UBXN1;VCP
GO:0043174,nucleoside salvage ,Cluster_1,0.008886946,5,CDA;UCK1;UPP2;TK2;TK1;UPP1;DCK;PRTFDC1;TYMP;CDA;DCK;PRTFDC1;TK2;UCK1
GO:0043248,proteasome assembly ,Cluster_1,0.008886946,5,PSMD10;PSMD8;PSMD9;PSMD4;PSMD13;PSMD5;ADRM1;PSMG1;PSMG2;ADRM1;PSMD5;PSMD9;PSMG1;PSMG2
GO:0043252,sodium-independent organic anion transport ,Cluster_3,0.001569953,7,SLC22A4;SLC22A3;SLC22A5;SLC22A2;SLC22A1;SLCO5A1;SLCO1B7;MFSD10;SLCO1C1;SLC22A23;SLC22A14;SLCO3A1;SLCO4A1;SLCO1B3;SLCO2A1;SLC22A8;SLC22A1;SLC22A2;SLC22A23;SLC22A3;SLC22A4;SLCO2A1;SLCO4A1
GO:0043266,regulation of potassium ion transport ,Cluster_3,0.001569953,7,DPP10;NANOS1;CD63;KCNE1;KCNIP1;KCNIP2;ACTN2;FHL1;KCNAB2;ANK3;DPP6;DLG1;KIF5B;PTK2B;KCNN2;DRD2;ANK3;DLG1;DPP6;DRD2;KCNIP2;KCNN2;PTK2B
GO:0043269,regulation of ion transport ,Cluster_3,0.004986089,7,PXK;CHRM1;TOR1A;KCNJ10;SLC30A5;KCNJ13;KCNJ14;DTNBP1;STC1;NEDD4L;KCNJ16;PDZK1;RAB11B;CALHM1;GDNF;NEDD4;DRD2;SNCA;KCNJ3;DRD2;DTNBP1;KCNJ10;KCNJ13;NEDD4;NEDD4L;RAB11B
GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process ,Cluster_1,0.006697686,19,IFI27L2;MTCH1;NDUFA13;DDX3X;PDCD6;PDCD5;CASC2;HMGB1;ROBO1;AIFM1;FAM162A;MYC;ARL6IP5;LGALS9;IFT57;JAK2;MAP3K5;BOK;DAPK1;F2R;MUL1;FOXL2;SENP1;COL4A3;PPARG;MAPT;S100A9;VCP;DIABLO;HTRA2;RPS27L;NOD1;NLRC4;TANK;GRAMD4;PPM1F;HSPD1;BCL2L13;NLRP2;RPS3;NLRP3;PMAIP1;RIPK1;FADD;XDH;SNCA;BCAP31;NGFR;FIS1;CASP8AP2;EGLN3;SMAD3;TNFSF15;EIF2AK3;HIP1R;TNFRSF10B;TNFRSF10A;HSPE1;ACER2;DAP;REST;CYCS;BAX;PDCD2;AIFM1;ARL6IP5;BCAP31;BCL2L13;BOK;CYCS;DIABLO;FADD;FOXL2;GRAMD4;HMGB1;HSPD1;HTRA2;MTCH1;NGFR;PDCD2;PDCD5;RPS27L;VCP
GO:0043312,neutrophil degranulation ,Cluster_1,0.000173908,69,CDA;FRMPD3;ABCA13;LGALS3;PSMD7;PSMD2;FTH1;PSMD3;CPNE1;PSMD1;CPNE3;B2M;GOLGA7;ARSA;NHLRC3;PRKCD;ARMC8;MIF;UNC13D;CHIT1;DYNC1LI1;SLPI;CSNK2B;PADI2;CFD;TMEM63A;STXBP3;STXBP2;FPR1;MGST1;A1BG;IQGAP1;CFP;IQGAP2;GNS;PLAC8;DSN1;PRDX4;CYB5R3;COMMD9;MLEC;LTA4H;ATG7;S100A11;HMOX2;ARSB;VAT1;CTSA;XRCC6;XRCC5;STK11IP;FUCA1;FUCA2;SURF4;RAB27A;NBEAL2;PA2G4;PRDX6;BST2;VNN1;CDK13;GPI;SERPINA3;PIGR;PYGB;SERPINA1;SLC44A2;HEXB;CTSZ;GDI2;FAF2;AP2A2;GLIPR1;ACTR1B;TIMP2;OLR1;QSOX1;CD36;SPTAN1;CD33;CTSC;CTSB;SERPINB3;CAP1;CCT2;SERPINB1;ANXA2;ANXA3;PGAM1;TUBB;GAA;RHOG;NME2;COMMD3;ANO6;TMC6;AMPD3;TMEM173;DYNLL1;RHOA;APRT;PSMA5;RAP2C;C16ORF62;CEACAM1;VAMP7;RAP2B;LRRC7;PSMA2;CEACAM6;ALDOC;PLEKHO2;CD47;ALDOA;PAFAH1B2;CD44;DNASE1L1;SERPINB10;CSTB;CD63;ASAH1;GSTP1;CST3;NRAS;PGRMC1;CREG1;PSMB1;ORMDL3;CD59;METTL7A;AGA;CCT8;CD58;CD55;DYNC1H1;GCA;AGL;HUWE1;TUBB4B;SVIP;ERP44;LRG1;PSMC3;FABP5;PSMC2;LAMTOR2;LAMTOR1;LAMTOR3;ACTR10;FRK;GHDC;RAB3D;HFE;APEH;SRP14;STK10;RAB44;LAMP1;PLAU;LAMP2;SIRPA;CAPN1;CHRNB4;TICAM2;ADAM10;ATP11B;CYBA;ATP11A;ATAD3B;ILF2;EEF1A1;ACLY;CLEC4D;RAB31;DOK3;PKP1;PPIE;S100A9;PPIA;KPNB1;VCL;FTL;RAB5B;VCP;PSMD12;RAB5C;BRI3;PSMD13;HVCN1;COPB1;C5AR1;UBR4;PSEN1;PLD1;RAP1B;CNN2;SDCBP;RAP1A;DPP7;ALDH3B1;PSAP;SLC15A4;ATP6V1D;TRAPPC1;IDH1;GGH;ARPC5;EEF2;C6ORF120;NFKB1;PTPRB;LCN2;DEGS1;MAN2B1;HPSE;NIT2;HSP90AB1;DDX3X;SNAP23;ITGB2;SLC2A3;TCIRG1;HMGB1;ALAD;ITGAX;PGM2;ITGAV;GUSB;CEP290;DSP;HGSNAT;HSP90AA1;CR1;DYNLT1;ATP6AP2;PLAUR;KCNAB2;TNFRSF1B;DDOST;CKAP4;DNAJC3;PKM;NPC2;TMBIM1;CAT;CHI3L1;BPI;ACPP;DOCK2;LTF;PDXK;PRCP;AGPAT2;CAND1;RAB24;STOM;MAPK1;TMEM30A;PDAP1;MAPK14;CPPED1;GALNS;PFKL;TSPAN14;VAPA;IMPDH1;GLB1;IMPDH2;P2RX1;PTPN6;S100P;FOLR3;GLA;ACLY;ACTR10;ACTR1B;AGA;AGPAT2;ALDH3B1;APEH;ARPC5;ASAH1;ATAD3B;ATP6V1D;CAP1;CAT;CCT2;CCT8;CD33;CDA;COMMD3;COPB1;CPNE1;CPNE3;CST3;CTSZ;DDOST;DNASE1L1;DYNLT1;EEF1A1;EEF2;FRK;FUCA2;GDI2;GGH;GLA;GOLGA7;HFE;HMGB1;HPSE;HSP90AA1;HSP90AB1;HVCN1;KPNB1;LAMP2;LAMTOR1;LRRC7;MAPK1;MGST1;NIT2;NRAS;ORMDL3;PADI2;PAFAH1B2;PDXK;PFKL;PGM2;PGRMC1;PKM;PPIA;PPIE;PRDX4;PRDX6;PSMD2;PSMD7;PTPN6;RAB24;STXBP2;SVIP;VAMP7;VCP;XRCC5
GO:0043393,regulation of protein binding ,Cluster_1,4.99E-06,27,APP;GSK3B;CSF3;KDM1A;HFE;CTSZ;PARK7;IFIT1;SPPL3;ACTB;GOLGA2;AKT1;CD36;B2M;MEN1;PRMT7;RIPK2;DDX11;AKTIP;PRKCD;TFIP11;CSNK1E;TMEM173;DKK1;AES;SLPI;RAPGEF2;ITGB1BP1;TMBIM6;CARD16;CRK;HDAC4;LRPAP1;EPB41;RPL11;PDGFB;NMD3;PSEN1;STK4;AURKB;STK3;AURKA;DNAJB2;PPP2CA;BTBD1;DVL1;HSF1;DISC1;TCF7L2;SNAPIN;WNT3A;CAV1;AMFR;PLK1;HIP1R;DAB2IP;SORL1;PEX14;HIPK2;PPP1CA;BMP2;GNL3L;PIN1;BAX;CFHR5;MITD1;CAMK1;RAN;ACTB;AKT1;AKTIP;AURKA;AURKB;BTBD1;CAMK1;CARD16;CAV1;CRK;CTSZ;DVL1;EPB41;GNL3L;GOLGA2;HFE;HSF1;ITGB1BP1;KDM1A;MEN1;MITD1;PIN1;PLK1;PPP2CA;PRMT7;TFIP11;TMBIM6
GO:0043405,regulation of MAP kinase activity ,Cluster_3,0.003930493,12,FLT1;TSG101;RGS14;GSTP1;GBA;HTR2B;PDGFB;MST1R;FGF2;EGFR;IGF1R;ROBO1;PIK3R5;RGS2;IRAK1;HYAL2;SMPD1;PDGFD;STK38;PDGFC;TNFSF11;CDK5RAP3;PDGFRB;LYN;PTPN1;EDN1;TGFB1;EDN3;CAV3;ADIPOQ;PRKCD;PAQR3;SPRY4;DAB2IP;BMP7;SORL1;VEGFA;IL1B;NF1;NEK10;SPRY1;TRIB1;FGFR1;CAV3;EGFR;HTR2B;IGF1R;NEK10;NF1;PDGFC;PIK3R5;PTPN1;SPRY4;TRIB1;VEGFA
GO:0043410,positive regulation of MAPK cascade ,Cluster_3,0.000633917,28,APP;WWC1;CIB1;PHB2;FGF2;ICAM1;IGF1R;KDR;ARL6IP5;TNFSF11;LGALS9;EPHB1;EPHB4;EPHA5;PDGFRB;EPHA4;PDGFRA;MUSK;FBXW7;F2R;LMTK2;PRKCA;GPR37L1;MIF;MID1;KARS;ROR1;ROR2;EPHA2;NOTCH2;CSF1R;NDRG4;EPHA10;C5AR1;PDGFB;MST1R;PLA2G5;PHB;AGER;PIK3R5;RAP1A;DHX33;IRAK1;PDGFD;PDGFC;NGFR;TGFB2;TGFB1;CAV2;INSR;LIF;EIF2AK2;TNFRSF10B;ABCA7;BRAF;TNFRSF10A;TNFRSF10D;BMP2;STK25;GPR183;FGFR4;FGFR3;FGFR1;RET;DDR1;ALK;NRP1;FLT1;FLT4;HTR2B;HTR2C;HMGB1;ARRB2;ADRA1B;ROBO1;DSTYK;GRM4;FFAR4;TNFAIP8L3;CCR7;CD36;FGB;FGA;EDN1;EDN3;ATP6AP1;KSR1;INSRR;FGG;OPRM1;TNFRSF1B;TIRAP;TRAF7;FSHR;TLR9;RAPGEF2;CHI3L1;MET;CD44;DDR2;RAMP3;PELI2;ALOX12B;EGFR;DDT;PTK2B;CCL2;MAPK3;NTRK2;CCL20;RYK;GPR55;SEMA4C;DAB2IP;PTPN11;MERTK;VEGFA;TAOK3;AXL;TAOK2;NEK10;F2RL1;LAMTOR1;ABCA7;ALK;BRAF;CCL2;CCR7;CD44;EGFR;F2RL1;FBXW7;GPR183;HTR2B;IGF1R;INSRR;KDR;KSR1;NEK10;NRP1;OPRM1;PDGFC;PIK3R5;PRKCA;PTK2B;SEMA4C;TGFB2;TNFRSF10D;TNFRSF1B;VEGFA;WWC1
GO:0043467,regulation of generation of precursor metabolites and energy ,Cluster_7,0.000103773,13,POM121;NUP205;AAAS;NUP160;TPR;NUP62;NUP43;NUP88;ATP7A;RAE1;RANBP2;NUP214;NDC1;PNPT1;NUP210;NUP133;NUP155;UQCC2;PGAM1;ECD;NUP153;NUP93;PINK1;NOA1;NUP50;NUP35;NUP54;NUPL2;SLC25A33;OGT;NUP37;ECD;NDC1;NUP155;NUP160;NUP205;NUP50;NUPL2;PGAM1;PNPT1;RAE1;SLC25A33;TPR;UQCC2
GO:0043470,regulation of carbohydrate catabolic process ,Cluster_7,0.00102178,10,POM121;NUP205;AAAS;NUP160;TPR;NUP62;NUP43;NUP88;RAE1;RANBP2;NUP214;NDC1;NUP210;NUP133;NUP155;PGAM1;ECD;NUP153;NUP93;NUP50;NUP35;NUP54;NUPL2;OGT;NUP37;ECD;NDC1;NUP155;NUP160;NUP205;NUP50;NUPL2;PGAM1;RAE1;TPR
GO:0043484,regulation of RNA splicing ,Cluster_7,0.006825986,11,CELF1;YTHDC1;AKAP17A;PIK3R1;HNRNPLL;PQBP1;PTBP1;POLR2A;U2AF2;FASTK;TRA2B;PRX;CWC22;HABP4;ZNF326;METTL16;MBNL3;SRSF10;RPS13;RBM38;TIA1;MBNL2;DYRK1A;CLK4;PTBP2;CLK3;JMJD6;ERN1;CLK1;SETX;SON;ESRP2;HNRNPF;SRSF3;AGGF1;RBM22;CLK3;ESRP2;FASTK;HABP4;JMJD6;MBNL3;METTL16;RBM38;TIA1;TRA2B;YTHDC1
GO:0043486,histone exchange ,Cluster_1,4.52E-06,14,NPM1;CENPW;RNF8;SMARCA5;SPTY2D1;CENPA;CENPC;HIST1H4A;ZNHIT1;MIS18A;RBBP4;NASP;CENPH;MIS18BP1;RUVBL1;CENPK;CENPL;ANP32E;CENPM;OIP5;CENPN;CENPP;CENPQ;ITGB3BP;ANP32E;CENPH;CENPL;CENPM;CENPN;CENPQ;MIS18A;MIS18BP1;NASP;NPM1;OIP5;RBBP4;RNF8;SMARCA5
GO:0043488,regulation of mRNA stability ,Cluster_4,1.57E-05,34,FASTKD1;YWHAB;HSPB1;PSMD8;PSMD9;ZFP36;METTL14;PSMD7;XPO1;PSMD4;PSMD5;KHSRP;PSMD2;PSMD3;AKT1;PSMD1;TNPO1;METTL16;NUP214;DIS3;PRKCD;METTL3;CIRBP;RC3H1;PRKCA;PSMA5;PSMA6;PSMA3;PSMA4;XRN1;PSMA1;PDE12;PSMA2;PSME3;MAPKAPK2;PSME4;PSME1;PSME2;UBA52;DCP2;PSMD10;PSMD12;SET;PSMD13;ZFP36L2;PSMB10;PSMA7;PSMA8;FXR1;EXOSC7;PSMB6;EXOSC6;EXOSC5;PSMB4;FXR2;EXOSC4;PSMB5;UBB;PCBP4;PSMB3;UBC;EXOSC8;PSMB1;IGF2BP3;IGF2BP2;EXOSC3;RPS27A;EXOSC2;EXOSC1;PAIP1;NPM1;YTHDF2;YTHDF3;TNFSF13;SAMD4A;MEX3D;PSMB8;PUM2;PSMC5;GDNF;PSMC3;PSMC4;CSDC2;PSMC1;APEX1;PSMC2;SERBP1;HNRNPD;VIM;DCP1A;APEX1;CIRBP;CSDC2;EXOSC4;HSPB1;MEX3D;PSMA2;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB10;PSMB3;PSMB4;PSMB5;PSMB6;PSMB8;PSMC2;PSMC3;PSMC4;PSMD10;PSMD13;PSMD3;PSMD4;PSMD8;PSME1;RPS27A;SET;UBA52;UBB;UBC;VIM
